image_name,x1,y1,x2,y2
1046535711_3686400649.jpg,0.0000,0.1230,0.9930,0.9250
1209256285_4004180393.jpg,0.1100,0.0200,0.9280,0.9130
964080582_4067564747.jpg,0.1280,0.2630,0.8070,0.8430
1180668535_3783770569.jpg,0.0570,0.3400,0.8530,0.8230
1206365326_3805261382.jpg,0.1540,0.1450,0.8500,0.6150
1194323240_4119342982.jpg,0.0220,0.3220,0.9890,0.7950
944886489_4067565188.jpg,0.1900,0.4910,0.8880,0.9680
1134516754_4028922469.jpg,0.0330,0.0230,0.9100,0.9830
1047136364_3897623041.jpg,0.0490,0.3160,0.9770,0.6400
1167492204_3847067294.jpg,0.1310,0.1430,0.9220,0.8400
1185244866_4026784387.jpg,0.0510,0.0430,0.9930,0.7100
1203672081_3778839805.jpg,0.0180,0.1720,0.9930,0.8910
953848336_3690511037.jpg,0.1030,0.0120,0.8970,0.9030
1121219125_3994508113.jpg,0.0100,0.0080,0.9900,0.9880
1119396267_3804132803.jpg,0.0110,0.0560,0.9500,0.9170
1160624537_4105958353.jpg,0.0100,0.0100,0.9700,0.9730
1087127243_3806348512.jpg,0.1100,0.0300,0.9130,0.9940
969587808_3728876065.jpg,0.1130,0.1210,0.8600,0.8610
1127157609_3703547937.jpg,0.0310,0.0440,0.4710,0.9740
1138679791_3724816165.jpg,0.0290,0.0070,0.9310,0.7670
1219693475_3952772456.jpg,0.0000,0.1620,0.9230,0.8720
1057361703_3941157713.jpg,0.0270,0.0170,0.9890,0.9910
1087706857_4088588500.jpg,0.0200,0.1070,0.9850,0.8600
1197319877_3687948437.jpg,0.2880,0.1710,0.6900,0.7840
1094169861_3848475429.jpg,0.0190,0.0560,0.9420,0.8080
1116083976_4093735805.jpg,0.0130,0.2070,0.9860,0.9120
1101756395_3784902078.jpg,0.0130,0.0280,0.9970,0.9630
1156250093_4036338138.jpg,0.0960,0.0820,0.8750,0.8780
1026067384_3677442510.jpg,0.2100,0.0170,0.8200,0.7580
972877946_4109960772.jpg,0.0000,0.0430,0.8470,0.9780
943218238_3836928751.jpg,0.0670,0.0870,0.8630,0.8640
1209204950_3828463432.jpg,0.0080,0.1770,0.9900,0.9660
1108173190_3871282940.jpg,0.0380,0.2280,0.9110,0.6570
1119369360_3909184912.jpg,0.2380,0.0230,0.7900,0.9600
1055120697_3911301164.jpg,0.0070,0.3580,0.9870,0.6770
980155031_4084274788.jpg,0.0000,0.2810,0.9960,0.9920
969881198_4110277489.jpg,0.0490,0.1670,0.9670,0.8230
1143532988_3906518660.jpg,0.0150,0.0420,0.9680,0.8340
1164856415_3838629774.jpg,0.1660,0.2200,0.8100,0.9780
1086080408_4107731513.jpg,0.0900,0.0970,0.7300,0.9150
1186161316_3946779542.jpg,0.2430,0.0700,0.7970,0.8830
1052399852_4058537884.jpg,0.0270,0.0230,0.9830,0.9720
1022303865_4124982088.jpg,0.0000,0.0200,0.9970,0.9400
1162569045_3680903477.jpg,0.0330,0.1530,0.9900,0.9600
937196898_3864994122.jpg,0.0040,0.0140,0.9780,0.9710
1121878035_3904805975.jpg,0.0190,0.0230,0.9630,0.9850
939558913_3902247239.jpg,0.0880,0.0170,0.9180,0.9770
1043339640_4019680207.jpg,0.1740,0.2950,0.9020,0.9130
1219729125_3965058100.jpg,0.0330,0.0250,0.9160,0.8260
1000185607_3763827245.jpg,0.0070,0.1000,0.9940,0.9930
1056151256_4030038199.jpg,0.1430,0.0730,0.7550,0.9870
1111178600_3819606793.jpg,0.0100,0.0400,0.9890,0.9860
1146979517_4062549034.jpg,0.0970,0.0730,0.8270,0.9330
1092573188_4045718231.jpg,0.0070,0.0670,0.9810,0.7300
1058849390_3795728661.jpg,0.0080,0.2300,0.9830,0.8280
1106745718_3727296340.jpg,0.0940,0.0470,0.7140,0.9940
1131006779_3896533308.jpg,0.0660,0.0720,0.9030,0.9790
1152174600_3684511262.jpg,0.0110,0.1170,0.9960,0.8370
980198641_3945498172.jpg,0.0610,0.4770,0.9500,0.8180
1071081486_4022666106.jpg,0.0290,0.0130,0.9960,0.9260
1139781328_3905155543.jpg,0.1130,0.1300,0.8650,0.8570
1139813083_4003389376.jpg,0.0190,0.0010,0.9850,0.9940
593112926_4008995590.jpg,0.0100,0.0650,0.9700,0.9650
1136291067_4113232104.jpg,0.1230,0.1740,0.9470,0.9680
935004689_3899304630.jpg,0.0550,0.0200,0.9700,0.9930
930490458_3850499359.jpg,0.1050,0.1560,0.9930,0.9280
1211845539_4115378884.jpg,0.1630,0.1580,0.9530,0.9780
1079894117_4038366933.jpg,0.1750,0.2170,0.9330,0.7670
996943277_3830231317.jpg,0.0460,0.1030,0.9800,0.9850
486469526_4013969659.jpg,0.0030,0.0100,0.9930,0.9910
1056413646_3874769586.jpg,0.0030,0.0030,0.9630,0.9900
1178540329_4101483584.jpg,0.0220,0.2070,0.9230,0.9470
1162786868_4018096575.jpg,0.0130,0.1430,0.9570,0.8390
1088598825_3858019785.jpg,0.0080,0.0010,0.9910,0.9880
933816674_4104329247.jpg,0.0100,0.0800,0.8940,0.9800
1050612905_3741928328.jpg,0.0100,0.0200,0.9880,0.8870
1118049434_3709857753.jpg,0.1760,0.0430,0.8570,0.9730
1194405070_3875764170.jpg,0.1410,0.0070,0.9090,0.9750
1026873011_3917590778.jpg,0.0000,0.0330,0.9960,0.9530
1050169762_3888113301.jpg,0.0010,0.0030,0.9920,0.9930
934972079_3835190567.jpg,0.0280,0.1020,0.9780,0.9450
1076477897_3679236723.jpg,0.2760,0.1310,0.8080,0.8140
1198404069_3981868782.jpg,0.0730,0.0380,0.9900,0.9910
981280492_3748524856.jpg,0.0300,0.1120,0.8510,0.8280
1013704974_4052531068.jpg,0.0600,0.0710,0.9640,0.9580
1037580995_3918413474.jpg,0.0000,0.0190,0.9800,0.9860
1085746202_4049232943.jpg,0.0150,0.0750,0.8600,0.9350
1000623650_3985326563.jpg,-0.0010,0.1040,0.9970,0.9970
1024348075_3884144950.jpg,0.1280,0.0670,0.9720,0.9930
1156138398_3825663103.jpg,0.0330,0.1160,0.9130,0.8180
1073530075_3694466936.jpg,0.2000,0.2700,0.7580,0.9970
1163461908_4102760342.jpg,0.1770,0.3500,0.9430,0.7030
1179630309_3766102366.jpg,0.0000,0.0930,0.9910,0.8180
940182098_3869842114.jpg,0.0520,0.0550,0.9320,0.9650
1129947854_3958533287.jpg,0.0450,0.1030,0.9380,0.8770
982179755_3846474654.jpg,0.0430,0.0990,0.9080,0.9530
1032494248_3697389885.jpg,0.0100,0.0480,0.9930,0.9900
1150874406_3836339469.jpg,0.0160,0.0450,0.9630,0.9750
949474596_4063428113.jpg,0.0220,0.0840,0.9630,0.8260
1070829666_3921865551.jpg,0.0090,0.0050,0.9810,0.9740
1095348306_3824131838.jpg,0.0040,0.0510,0.9250,0.8870
1021289210_3687187197.jpg,0.0200,0.0970,0.9640,0.9800
1098175687_3971289769.jpg,0.0130,0.0260,0.9940,0.8690
549042158_3910834670.jpg,0.0080,0.0190,0.9790,0.9860
986770203_4027940108.jpg,0.0990,0.0060,0.9790,0.9990
1179427133_4114386040.jpg,0.0130,0.0200,0.9130,0.9800
979753689_4027105159.jpg,0.0070,0.0030,0.9800,0.9900
1085266160_3959739273.jpg,0.0200,0.0180,0.9830,0.9830
1167994830_4106413269.jpg,0.0830,0.0400,0.9800,0.9700
1154505058_3869083545.jpg,0.0070,0.0180,0.9800,0.9700
971711010_3994574492.jpg,0.0200,0.0080,0.9970,0.9830
947845095_3938921843.jpg,0.0840,0.0370,0.9380,0.9800
989483538_3709767101.jpg,0.3580,0.1570,0.9030,0.8100
1198325852_3956220741.jpg,0.0860,0.0370,0.9500,0.9470
983776720_4060713063.jpg,0.0380,0.0400,0.9550,0.9730
999244122_3767801621.jpg,0.2700,0.0840,0.9830,0.9910
985837648_4102242593.jpg,0.1570,0.0090,0.9170,0.9620
1121646753_3972208325.jpg,0.0050,0.3100,0.9930,0.8600
947022778_3955004638.jpg,0.0170,0.3520,0.9900,0.7190
1004218633_3757032124.jpg,0.1280,0.1620,0.8450,0.7380
954801196_3806655017.jpg,0.0330,0.0100,0.9960,0.7760
967760159_3680146480.jpg,0.0070,0.0580,0.9820,0.8850
1047723272_3878079396.jpg,0.0180,0.0210,0.9780,0.9780
1202221678_3692556911.jpg,0.1660,0.0420,0.8660,0.7580
1052376141_3703956041.jpg,0.0670,0.1750,0.8700,0.9330
958028376_4001823616.jpg,0.0100,0.0100,0.9290,0.9630
1027302985_3698433080.jpg,0.1380,0.0010,0.7650,0.9890
1110688423_3681983084.jpg,0.0090,0.0180,0.9960,0.9950
1163178980_3812250881.jpg,0.0160,0.0170,0.9680,0.9400
943814684_3674272608.jpg,0.0260,0.0650,0.9720,0.9060
1200465183_3889458777.jpg,0.0230,0.0100,0.8730,0.9970
1013551335_4060873064.jpg,0.0290,0.0740,0.9620,0.9220
1210025659_3819012152.jpg,0.0260,0.0540,0.9440,0.8130
1057503335_3955585430.jpg,0.0270,0.0170,0.9900,0.9930
1221049936_4107261368.jpg,0.0130,0.0500,0.9500,0.9250
952763266_4039469029.jpg,0.0500,0.0540,0.9200,0.9710
1002508801_3968536553.jpg,0.1030,0.0870,0.8900,0.9430
1013937786_3995646209.jpg,0.1300,0.0580,0.9300,0.8250
992674730_3808047518.jpg,0.1490,0.1910,0.8550,0.9800
935296359_3768656456.jpg,0.2300,0.0280,0.7930,0.9550
1120825821_3763743207.jpg,0.0280,0.0100,0.9140,0.9950
1000394688_3819205337.jpg,0.0230,0.0100,0.9700,0.9130
960755264_4111962517.jpg,0.0000,0.1510,0.9860,0.9190
986957203_3734102784.jpg,0.0070,0.0100,0.9730,0.7970
933360345_4033543000.jpg,0.0280,0.1760,0.9970,0.8590
1000647221_3914754659.jpg,0.0520,0.0060,0.9820,0.9890
1111236365_3980197026.jpg,0.2870,0.0090,0.7200,0.9910
950498649_3742217822.jpg,0.1630,0.0940,0.8900,0.9770
1095228221_3983577762.jpg,0.0230,0.2100,0.9930,0.9850
1210561759_3879174313.jpg,0.0000,0.0750,0.9350,0.8380
1065519259_4049183455.jpg,0.0250,0.1370,0.9940,0.8900
1183905240_3987032388.jpg,0.0030,0.0560,0.9970,0.8420
1205334080_3985518832.jpg,0.0200,0.2190,0.9860,0.7660
1046561252_3906679681.jpg,0.0110,0.1190,0.9630,0.7100
935235358_3821873928.jpg,0.1170,0.0480,0.8370,0.9880
968959518_3864350868.jpg,0.2370,0.0630,0.9070,0.8830
1059409130_4101760590.jpg,0.0670,0.0580,0.9300,0.9450
1000042895_3765552096.jpg,0.0230,0.0890,0.9830,0.8200
1079351003_4010529742.jpg,0.1930,0.3370,0.9790,0.9650
1222380209_3830337953.jpg,0.0580,0.1530,0.8450,0.7230
562335509_3914356992.jpg,0.0580,0.0440,0.9750,0.9190
1041253470_3715103505.jpg,0.0020,0.0530,0.9960,0.9370
1038797581_3943425920.jpg,0.0770,0.0160,0.8780,0.9920
984486080_3740143310.jpg,0.0550,0.0530,0.9540,0.9010
1040035111_4051521305.jpg,0.0080,0.3070,0.9960,0.7970
955128962_3933136605.jpg,0.0000,0.0050,0.9870,0.9950
1176355545_3799974003.jpg,0.0960,0.0230,0.9810,0.9750
1109853414_3889085197.jpg,0.1940,0.0670,0.9110,0.9400
1201205448_3958742244.jpg,0.0280,0.1220,0.9270,0.9620
1124699387_3987231934.jpg,0.0920,0.1450,0.8030,0.6820
1054702523_4112611418.jpg,0.0400,0.0320,0.9580,0.9850
1154147405_4119269693.jpg,0.1980,0.1070,0.9660,0.7330
1112122923_3674031796.jpg,0.0430,0.1360,0.9650,0.9510
1181614647_4018007890.jpg,0.1110,0.2270,0.8800,0.9630
1083206554_3833244557.jpg,0.0100,0.1800,0.9500,0.8900
1079745191_3722711811.jpg,0.0200,0.2660,0.9560,0.8300
1116318441_3749343442.jpg,0.0120,0.0080,0.9290,0.8980
1114680477_3768402072.jpg,0.0730,0.0860,0.9460,0.9530
769898093_3750938457.jpg,0.0040,0.1710,0.9850,0.8460
1127210561_4118327391.jpg,0.0260,0.0950,0.8960,0.8930
999341322_3986514265.jpg,0.0130,0.0640,0.8530,0.9620
1151702329_3917324205.jpg,0.0590,0.0120,0.9030,0.9920
1170768977_4063135999.jpg,0.0130,0.2410,0.9900,0.8080
1097777600_3924154409.jpg,0.0100,0.0080,0.9230,0.9950
989051035_3676477859.jpg,0.0840,0.1080,0.9940,0.9740
948023120_3673627963.jpg,0.0130,0.1000,0.9770,0.9380
1067034051_4066638432.jpg,0.3580,0.0210,0.8440,0.9240
933961990_3932845307.jpg,0.0480,0.0040,0.9210,0.9610
927262457_3926821917.jpg,0.0040,0.0000,0.9480,0.9750
1206517252_3693923350.jpg,0.1870,0.3250,0.9670,0.9730
1218074867_3844609924.jpg,0.0120,0.0100,0.9810,0.9900
984228106_3953557894.jpg,0.0110,0.0090,0.9950,0.8990
1043031870_3872081492.jpg,0.0300,0.0070,0.8110,0.9870
1224371469_4011597941.jpg,0.0070,0.0010,0.9870,0.9940
1223851900_3939674395.jpg,0.0400,0.2060,0.9860,0.9820
973455735_3937733465.jpg,0.0130,0.0580,0.9630,0.9750
1008191573_3879636125.jpg,0.0110,0.0380,0.9840,0.9900
1040761444_4026718990.jpg,0.0120,0.0350,0.9390,0.8770
1015850697_4047087796.jpg,0.0860,0.0400,0.9570,0.9650
1103930807_4122836000.jpg,0.0600,0.0030,0.6630,0.9930
1121836418_3981925532.jpg,0.0180,0.0150,0.8740,0.9950
1181787868_4015915871.jpg,0.0000,0.1980,0.9980,0.8900
1061061645_3823817485.jpg,0.1100,0.0580,0.9950,0.7030
1070424573_3999327549.jpg,0.1070,0.0920,0.8630,0.8890
1200673805_4044610653.jpg,0.1100,0.0570,0.9940,0.9330
1023221465_3766885442.jpg,0.0100,0.1230,0.9800,0.9900
1101771268_3726427478.jpg,0.0170,0.0470,0.8750,0.9740
1131268884_4106844256.jpg,0.0630,0.1350,0.9870,0.6950
1098037749_3928917480.jpg,0.0350,0.1400,0.9050,0.8300
962270616_3923662021.jpg,0.0070,0.0040,0.9440,0.6940
1104657802_3719180602.jpg,0.1730,0.0230,0.7850,0.9970
985513002_4053499882.jpg,0.0200,0.0070,0.9750,0.9700
1023739921_3905516296.jpg,0.0070,0.1030,0.9900,0.8970
1197952936_3915767765.jpg,0.0910,0.1170,0.9360,0.8900
1113503575_3936761658.jpg,0.0130,0.1050,0.9870,0.9850
1149774560_3985380178.jpg,0.0170,0.0970,0.9870,0.9900
1076234623_3820708842.jpg,0.0150,0.1030,0.9900,0.9600
928898375_4022068287.jpg,0.0050,0.0000,0.8560,0.9950
1036410458_3910421706.jpg,0.2360,0.0440,0.9920,0.9020
997281272_3908561504.jpg,0.0370,0.0150,0.9780,0.7880
1013317456_3866384275.jpg,0.0130,0.0770,0.9880,0.9600
1166020094_4044996542.jpg,0.0660,0.0230,0.5520,0.9880
952682965_3694111647.jpg,0.0030,0.1580,0.9900,0.8000
1213368858_4017225835.jpg,0.0020,0.0100,0.9910,0.9870
1191921488_3956543909.jpg,0.0860,0.0270,0.9670,0.9800
1047468381_3948990764.jpg,0.0300,0.0730,0.9770,0.9530
1012744308_3728199764.jpg,0.1560,0.3930,0.8760,0.8930
1209063300_4103307752.jpg,0.0060,0.0330,0.9870,0.8830
969385484_4069714028.jpg,0.0050,0.2360,0.9520,0.9460
1124798706_4065616730.jpg,0.1950,0.0160,0.6620,0.9910
1096373617_3958255424.jpg,0.0170,0.2510,0.9730,0.8730
1223210894_4002741025.jpg,0.0730,0.1280,0.9470,0.9050
1163872410_3790266269.jpg,0.1330,0.1870,0.9440,0.8920
1208651601_4114610451.jpg,0.0090,0.1130,0.9800,0.9300
948506012_3688000445.jpg,0.0400,0.1670,0.9200,0.9080
946498930_3881997282.jpg,0.0270,0.3020,0.9870,0.9880
1042067401_3964102444.jpg,0.1670,0.3850,0.5300,0.6540
1209950158_3759028535.jpg,0.1580,0.0170,0.9400,0.9770
1030069320_3762234477.jpg,0.0030,0.1220,0.9930,0.7770
1045993724_4025188675.jpg,0.0970,0.0010,0.8300,0.9940
978617097_3799690025.jpg,0.0090,0.0130,0.9810,0.9960
1164233419_4000357836.jpg,0.2130,0.1490,0.8680,0.9920
971442354_3942498076.jpg,0.0330,0.0950,0.9900,0.8600
1099703091_3970589810.jpg,0.0480,0.0640,0.9880,0.9420
1056164289_3762943777.jpg,0.0900,0.0060,0.9330,0.9870
1030632386_3949213492.jpg,0.0030,0.0760,0.9550,0.9700
1170879833_3960832310.jpg,0.0170,0.0380,0.9770,0.9830
1106352356_3868999309.jpg,0.1580,0.1400,0.9350,0.9230
1100027579_4025771974.jpg,0.0130,0.1000,0.9980,0.9370
969226146_4032848643.jpg,0.1830,0.0730,0.8580,0.7530
1040853833_3849068228.jpg,0.1950,0.1330,0.8550,0.7600
1204429262_3824703809.jpg,0.0030,0.1030,0.9930,0.6170
1069863737_3766023957.jpg,0.1480,0.0550,0.7850,0.9950
1223526034_3795594503.jpg,0.0150,0.0130,0.9940,0.9870
1023665955_4045044718.jpg,0.0460,0.2030,0.9900,0.9610
1175678509_3928876779.jpg,0.0760,0.1080,0.9360,0.5730
1169388458_3752883835.jpg,0.4380,0.0100,0.7370,0.9730
1037678566_4008452900.jpg,0.0760,0.0170,0.9710,0.9700
942930939_4074315384.jpg,0.0840,0.2370,0.9760,0.9920
977200402_3897493871.jpg,0.0070,0.0230,0.9700,0.9930
1068450697_4126314380.jpg,0.0620,0.0600,0.9300,0.9300
1205728508_4004434671.jpg,0.2650,0.1430,0.7390,0.9400
1142341113_3728371997.jpg,0.0520,0.0060,0.9410,0.9890
1141674082_3683537860.jpg,0.1480,0.3380,0.9400,0.9700
1010768987_4108565570.jpg,0.0140,0.0070,0.9890,0.9820
1060144088_3939196104.jpg,0.2530,0.0370,0.8610,0.9370
995639024_3738921142.jpg,0.1400,0.1470,0.9480,0.7170
971797097_4116183557.jpg,0.0000,0.0750,0.9900,0.9280
1019545403_4059569662.jpg,0.0280,0.0000,0.9350,0.9810
933721044_4076813746.jpg,0.3230,0.1100,0.9230,0.7130
1047208804_3919427496.jpg,0.1000,0.0440,0.7890,0.8880
984548527_3985475696.jpg,0.0880,0.2510,0.9900,0.9750
980239416_3713218357.jpg,0.0130,0.1030,0.9830,0.9700
1101792219_4089731800.jpg,0.1860,0.0190,0.8370,0.9820
1216596855_4088457364.jpg,0.1040,0.2340,0.8100,0.9460
932003507_3934869822.jpg,0.0430,0.1860,0.6970,0.9910
1127777112_3776919383.jpg,0.0480,0.0040,0.9810,0.9900
957108252_4012811799.jpg,0.0170,0.1480,0.9380,0.8570
1146011866_4056280320.jpg,0.0430,0.0100,0.9620,0.9980
970666822_3675004931.jpg,0.0560,0.1330,0.5300,0.9840
1200117310_3979314066.jpg,0.1720,0.1550,0.8870,0.9350
1212397933_3792142558.jpg,0.0550,0.2470,0.9780,0.8470
1084591709_3683276134.jpg,0.1260,0.0080,0.9000,0.9540
943290642_3940477016.jpg,0.0080,0.0150,0.9470,0.9900
1178281655_3749359342.jpg,0.2890,0.2020,0.9040,0.6880
1091762663_3750420357.jpg,0.0030,0.2450,0.9970,0.9350
945870410_3907340948.jpg,0.0000,0.0680,0.9570,0.8830
1139625241_4011028344.jpg,0.0300,0.0200,0.9630,0.9670
1042249226_3933844344.jpg,0.0130,0.1010,0.9730,0.8390
984339360_4041378346.jpg,0.2940,0.2510,0.8530,0.7820
1103409937_4094321561.jpg,0.0130,0.0540,0.9740,0.9710
976918401_3814609094.jpg,0.0300,0.0250,0.9600,0.9650
1037730192_3850325109.jpg,0.0560,0.0600,0.9940,0.9480
1089769952_3955635345.jpg,0.0160,0.0020,0.9850,0.8360
999448073_3970189140.jpg,0.0360,0.0200,0.9630,0.9340
1191659890_4054054718.jpg,0.0270,0.1970,0.9870,0.9190
1204388465_3782496847.jpg,0.0470,0.2330,0.9600,0.8830
1065198239_4094146997.jpg,0.0030,0.1570,0.9800,0.9530
1205943701_3847230646.jpg,0.0330,0.0210,0.9460,0.9950
997867991_3772072225.jpg,0.0400,0.0300,0.9670,0.9650
1220661284_3891347636.jpg,0.0330,0.0090,0.9790,0.9800
1209353082_3903828307.jpg,0.0100,0.0200,0.9900,0.8350
959619773_3862656834.jpg,0.0150,0.0000,0.9380,0.9170
1041149423_4042426883.jpg,0.1300,0.1050,0.8370,0.9050
1174625534_3989050461.jpg,0.0260,0.1130,0.9070,0.8880
1145650329_4109889691.jpg,0.0300,0.2080,0.9900,0.7700
1166214275_3853483518.jpg,0.0950,0.1960,0.9170,0.9680
1051350133_3786118037.jpg,0.1130,0.0950,0.8700,0.9280
1080257407_4037042370.jpg,0.0820,0.1510,0.7500,0.9250
991558420_3722143435.jpg,0.0700,0.0420,0.9980,0.7870
1074675896_3894948147.jpg,0.0130,0.0730,0.9800,0.9300
1176600508_3999661425.jpg,0.0430,0.1270,0.9630,0.9800
1087584428_3686186461.jpg,0.0040,0.0750,0.9970,0.9730
925754764_3924556350.jpg,0.0690,0.2770,0.8970,0.9730
1194040505_3829458142.jpg,0.2240,0.0100,0.9000,0.8470
1059057950_4110801295.jpg,0.2770,0.1920,0.7030,0.6150
994102874_4117085276.jpg,0.0000,0.1200,0.9930,0.9030
991904276_3895475406.jpg,0.0030,0.2530,0.9880,0.6100
1102567552_3697880255.jpg,0.0000,0.0170,0.9910,0.9910
1217199824_3801433903.jpg,0.0110,0.0850,0.9810,0.9960
940883201_3896463543.jpg,0.0330,0.0470,0.9740,0.9840
1161553791_3868981836.jpg,0.0210,0.1000,0.9870,0.9380
1128090615_3899249019.jpg,0.0100,0.0170,0.9830,0.9940
1191149216_4037691843.jpg,0.0180,0.1190,0.9620,0.6310
1001162941_3933044182.jpg,0.1850,0.1130,0.7600,0.8430
1110487962_4077634571.jpg,0.0940,0.0900,0.9030,0.7750
1008256744_3707519080.jpg,0.0180,0.1530,0.9720,0.8590
1113379638_3706839810.jpg,0.1180,0.0270,0.8980,0.9870
943804551_3751431089.jpg,0.1780,0.0970,0.9980,0.8730
1150299070_4107801949.jpg,0.0000,0.0630,0.5150,0.9030
1085750666_3933690184.jpg,0.0090,0.0060,0.9830,0.9890
1039315835_4031544782.jpg,0.0000,0.0540,0.9880,0.9880
1009632971_3762936040.jpg,0.0220,0.0430,0.9810,0.9900
950192236_3812621148.jpg,0.0200,0.0050,0.9730,0.9900
1009368374_3901387616.jpg,0.0030,-0.0010,0.9960,0.8830
1056140119_4100831366.jpg,0.1740,0.0040,0.9000,0.9980
1125795014_3985254667.jpg,0.0090,0.0440,0.9930,0.8870
990182542_4006337004.jpg,0.2800,0.3350,0.7730,0.9280
943791422_4108483315.jpg,0.0850,0.0230,0.8970,0.9700
1010885270_4001808168.jpg,0.0180,0.1440,0.9850,0.9370
978993644_3742186192.jpg,0.2680,0.0500,0.7210,0.9630
1112441039_3924202909.jpg,0.0350,0.0100,0.9200,0.9380
1048779331_4079653190.jpg,0.0110,0.0270,0.9830,0.9670
1184740176_3918408000.jpg,0.0710,-0.0010,0.8390,0.9960
963971801_3892213034.jpg,0.1530,0.1030,0.8310,0.8500
931646277_3936542559.jpg,0.0200,0.0770,0.9730,0.9000
1206072421_3674878698.jpg,0.0670,0.2730,0.3900,0.6900
970463353_3723073381.jpg,0.0180,0.0370,0.8840,0.8520
1083639105_3832380983.jpg,0.1040,0.0350,0.7370,0.9930
1077671022_3700517381.jpg,0.1430,0.0500,0.8600,0.9070
1132090007_3875651745.jpg,0.0350,0.0760,0.9880,0.8030
1223685444_3760159916.jpg,0.0200,0.1320,0.9980,0.9320
1203763561_3776023630.jpg,0.0140,0.1830,0.9920,0.8890
962802447_3741286577.jpg,0.0270,0.0180,0.9860,0.9780
